title,originallink,link,description,pubDate,context
"[비즈투데이] <b>삼성전자</b>, 부산서 '오디세이 체험존' 운영",https://www.obsnews.co.kr/news/articleView.html?idxno=1419516,https://www.obsnews.co.kr/news/articleView.html?idxno=1419516,"<b>삼성전자</b>는 오는 17일까지 롯데백화점 부산 본점에서 '오디세이 체험존'을 운영한다고 밝혔습니다. 이번 체험존은 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 마련한 것으로, 방문객들은 세계 최초... ","Fri, 03 Nov 2023 16:34:00 +0900","삼성전자는 오는 17일까지 롯데백화점 부산 본점에서 '오디세이 체험존'을 운영한다고 밝혔습니다.



이번 체험존은 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 마련한 것으로,



방문객들은 세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9', 강력하고 빠른 게임플레이를 지원하는 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있습니다.



삼성전자는 행사기간 삼성스토어 전 지점에서 두 제품과 '오디세이 아크' 구매 고객에게 10만 원 할인 혜택을 제공한다고 전했습니다."
"<b>삼성전자</b>, 부산에서 '오디세이 체험존' 운영",http://www.biztribune.co.kr/news/articleView.html?idxno=295765,http://www.biztribune.co.kr/news/articleView.html?idxno=295765,방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다ㅣ<b>삼성전자 삼성전자</b>가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에 맞춰... ,"Fri, 03 Nov 2023 22:08:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다ㅣ삼성전자

삼성전자가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다.

방문객들은 오디세이 체험존에서 ▲세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9' ▲강력하고 빠른 게임플레이를 지원하는 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있다.

삼성전자는 행사기간에 삼성스토어 전 지점에서 '오디세이 네오 G9'·'오디세이 OLED G9'·'오디세이 아크' 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.

이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다.

저작권자 © 비즈트리뷴 무단전재 및 재배포 금지"
"<b>삼성전자</b>, 롤 대회 맞아 '오디세이 체험존' 운영",https://www.asiatoday.co.kr/view.php?key=20231103010001886,https://www.asiatoday.co.kr/view.php?key=20231103010001886,오는 17일까지 롯데백화점 부산 본점서 2023 리그 오브 레전드 국제대회 맞춰 오디세이 네오 G9· OLED G9 등 체험 <b>삼성전자</b>가 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을... ,"Fri, 03 Nov 2023 08:52:00 +0900","오는 17일까지 롯데백화점 부산 본점서

2023 리그 오브 레전드 국제대회 맞춰

오디세이 네오 G9· OLED G9 등 체험

삼성전자 부산 오디세이 체험존 (1) 0 방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. /삼성전자

삼성전자 부산 오디세이 체험존 (4) 0 방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다./ 삼성전자

삼성전자 부산 오디세이 체험존 (3) 0 방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다./ 삼성전자

삼성전자가 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다.3일 삼성전자에 따르면 이번 체험존을 방문하는 고객들은 '57형 오디세이 네오 G9'와 '49형 오디세이 OLED(유기발광다이오드) G9'을 직접 체험해 볼 수 있다.삼성전자는 행사기간에 삼성스토어 전 지점에서 '오디세이 네오 G9' '오디세이 OLED G9' '오디세이 아크' 구매 고객에게 10만원 할인 혜택을 제공한다. 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 준다.이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다."
창업하니 160억원 투자금…“<b>삼성전자</b>·SK하이닉스 보다 앞서 최신 CXL 적용”...,https://www.donga.com/news/It/article/all/20231103/122014980/1,https://n.news.naver.com/mnews/article/020/0003529249?sid=105,"구글, 메타 등 초대형 클라우드 운영 기업과 주요 칩메이커인 인텔, AMD를 비롯해 메모리 제조업체인 <b>삼성전자</b>와 SK하이닉스도 참여하고 있다. CXL 기술을 활용하면 처리하는 데이터의 양에 맞춰 메모리 용량을 거의... ","Sat, 04 Nov 2023 01:43:00 +0900","정명수 파네시아 대표(KAIST 전자공학부 교수)가 지난달 말 대전 KAIST 연구실에서 파네시아가 세계 최초로 개발한 CXL 기반 IP를 적용해 만든 메모리 장치를 들고 관련 기술을 설명하고 있다. 대전=송은석 기자 silverstone@donga.com

● 세계 최초의 CXL 기술들 선보여 와

파네시아가 CXL 3.0 기술을 활용해 만든 IP가 적용된 대용량 메모리풀 시스템. 메모리를 CPU 추가 없이 사실상 무제한으로 추가할 수 있다. 파네시아 제공

● KAIST 교원 창업





●“ARM 넘어서는 세계적인 CXL반도체 IP사가 목표”

컴퓨터 구조에 적지 않은 변화가 진행되고 있다. 컴퓨터는 중앙처리장치(CPU·프로세서)와 메모리가 일대일로 연결된 것이 기본 구조다. 게임처럼 그래픽 관련 데이터가 많아지면서 이를 전담하는 그래픽처리장치(GPU) 같은 프로세서가 나왔다. 최근 들어서는 인공지능(AI)이 빅데이터를 다루면서 AI 가속기라는 프로세서가 덧붙여지고 있다. 문제는 이렇게 프로세서의 형태가 다양화되고 그 수가 늘어나면서 각 프로세서가 메모리의 데이터를 읽고 쓸 때 병목 현상이 생길 공산이 커졌다는 것이다.AI와 빅데이터의 시대가 되면서 프로세서와 메모리, 그리고 시스템 내 다른 장치 간에 더 효율적인 통신 방식이 필요해졌다. 2019년 인텔이 컴퓨트 익스프레스 링크(CXL·Compute eXpress Link) 인터페이스 기술을 새로 제안한 배경이다. CXL은 메모리를 중심으로 여러 프로세서와 스위치 등 다양한 장치를 빠르게 연결해 여러 장치가 충돌 없이 원활하게 작동할 수 있도록 하는 통신 규약이다. 기존에는 컴퓨터가 프로세서 중심으로 메모리가 블록으로 한데 묶인 방식이었는데, 지금은 대용량의 메모리를 중심으로 여러 다양한 프로세서들이 자유롭게 메모리를 쓸 수 있도록 하는 형태로 컴퓨팅의 기본적인 구조가 바뀌는 셈이다.CXL 규약은 CXL컨소시엄이 발전시키고 가다듬고 있다. 구글, 메타 등 초대형 클라우드 운영 기업과 주요 칩메이커인 인텔, AMD를 비롯해 메모리 제조업체인 삼성전자와 SK하이닉스도 참여하고 있다. CXL 기술을 활용하면 처리하는 데이터의 양에 맞춰 메모리 용량을 거의 무한히 확장할 수 있고, AI 구동에 필수적인 병렬 컴퓨팅에도 유리하다.KAIST 정명수 전기 및 전자공학부 교수(44)가 지난해 8월 창업한 파네시아는 CXL 기반 반도체 설계자산(IP)과 CXL 솔루션을 만드는 스타트업이다. 미국에서 반도체 설계를 공부한 정 교수는 CXL의 핵심 기반기술이 되는 메모리 확장 및 캐시 일관성에 대한 연구들을 첫 CXL 규약 발표 4년 전인 2015년부터 연구했다. 최신 CXL 3.0 규약을 기반으로 한 컴퓨팅 솔루션을 올해 여름, 세계에서 가장 먼저 개발했다. 현재까지도 해당 솔루션을 보유한 유일한 기업이다.9월 말 대전 KAIST 연구실에서 만난 정명수 파네시아 대표이사는 “많은 기업이 CXL에 관심을 보이고 있지만 이를 제대로 적용한 하드웨어와 소프트웨어를 개발한 곳은 없다”며 “우리 사업의 목표는 CXL을 잘 활용할 수 있도록 하는 생태계를 구축하는 것”이라고 했다. 초대형 빅데이터센터를 운영하는 아마존이나 구글, 그런 곳에 프로세서를 공급하는 엔비디아, 자체적으로 대규모언어모델(LLM) AI를 운영하려는 회사, 그리고 메모리 제조업체 등이 파네시아의 잠재적인 고객사들이다.파네시아는 일찌감치 CXL 기술 개발을 시작했다. 글로벌 CXL 1.1 표준이 발표된 것이 2019년인데 그 이전인 2015년부터 CXL 기술의 핵심 중 하나인 ‘캐시 일관성(Cache Coherency)’ 기술을 연구했다. 캐시 일관성 기술은 여러 프로세서가 메모리에 있는 데이터를 읽고 쓸 때, 어느 프로세서가 먼저 처리를 하더라도 메모리와 캐시(프로세서에 붙어 있는 작은 메모리)들에 있는 데이터도 같은 값을 가질 수 있도록 유지하는 기술이다. 이를 빠르게 처리하지 못하거나 잘못 처리하면 컴퓨터는 오류를 낸다. CXL은 캐시 일관성을 기반으로 한 연결기술이라고 할 수 있다.2020년 11월 CXL 2.0 표준이 발표되자 파네시아는 1년 반 정도 만에 세계 최초로 CXL 2.0 기반의 솔루션을 선보였다. 지난해 6월 미국 보스턴에서 열린 유즈닉스연례회의(USENIX ATC)에서 파네시아의 연구 결과가 인정을 받아 세계 최초로 종단(CPU와 메모리, 스위치 등 시스템 내 모든 요소) 간 CXL 2.0 솔루션을 공개한 기업이 됐다.올해 8월에는 CXL 3.0 기반의 고용량 메모리 시스템의 하드웨어와 소프트웨어를 세계 최초로 개발하고, 미국 샌타클래라에서 열린 플래시메모리 서밋(FMS 2023)에서 멀티-테라바이트를 제공하는 시스템을 전 세계에 공개했다. 정 교수는 “2015년에 캐시 일관성 기술을 연구하면서 생각했던 개념이 생각보다 빨리 CXL 3.0에 적용되었으나 관련 특허와 기술 개발 내용들을 토대로 발 빠르게 대응할 수 있었다”고 했다. 그 개념이란 여러 프로세서가 대용량의 메모리에 있는 데이터를 동시에 볼 수 있도록 하는 것이다. 이는 마치 만화책이 아니라 웹툰으로 구현된 만화를 보는 것과 비슷하다. 만화책은 누군가 보고 있으면 다른 사람은 차례를 기다려야 한다. 하지만 웹툰은 누군가가 보고 있더라고 다른 사람이 같이 볼 수 있다. 캐시 일관성이 지원되면 각 프로세서가 메모리에 든 내용을 이미 알고 있기 때문에 작업 요청이 있을 때 메모리의 내용을 따로 넘겨받지 않고 빠르게 처리할 수 있게 된다.파네시아는 올해 9월 CXL 3.0 설계자산(IP)을 실리콘 칩에 구현해 작동을 1차 검증했다. 11월에는 CXL 3.1 기반의 칩까지 고객사에 공급할 예정이다.파네시아는 내년 1월에는 미국 라스베이거스에서 열리는 정보기술(IT) 전시회로 세계 최대를 자랑하는 소비자가전전시회 ‘CES 2024’에 참가해 CXL 기반의 AI 가속기 프로토타입을 시연할 계획이다.정 대표는 스토리지 및 반도체 전문가의 길을 걸었다. 2006년부터 3년간 삼성전자 메모리 사업부에서 일했고, 이후 2013년 미국 펜실베이니아주립대에서 박사학위를 받고 로런스 버클리 국립연구소 객원연구원을, 2013∼2015년에는 텍사스주립대 교수를 지냈다. 국내에서는 연세대 교수를 거쳐 현 KAIST 전기및전자공학부에 재직 중이다. 국내에 있으면서 SK하이닉스사장단 자문위원회(2016∼2020년)에서 활동했고, 삼성종합기술원 자문위원(2020∼2021년)도 지냈다. 컴퓨터 아키텍처 및 운영체제 관련 최우수 및 우수 논문 125편가량을 발표했고, CXL 기술 관련 특허를 다수 보유하고 있다.파네시아에는 현재 KAIST 석·박사는 물론이고 삼성전자와 SK하이닉스 출신 연구원 등 약 20명이 근무하고 있다. 관련 연구 및 개발 인원을 50%가량 더 늘리고 젊은 임직원들이 추구하는 개발 환경을 구축하고 성장시키는 데 투자금액을 늘릴 예정이다. 또 대전 사옥 외에 서울 혹은 경기 성남시 판교에 연구소를 추가로 계약 중이다.창업을 하게 된 동기에 대해서는 “엔지니어링에 가까운 기술을 연구하다 보니 산업의 흐름을 알게 됐고, CXL 관련 기술을 활용하면 더 효율적이라는 연구 결과를 널리 알리는 한편 산업적으로도 증명하고 싶었다”고 했다.그는 이어 “CXL 개념이나 기술의 유용성을 모르는 기업이 많아 CXL 기반 IP를 활용해 AI가속기나 메모리확장기 같은 제품을 시범 생산해 직접 성능을 보여주고 있다”며 “메타의 추천 기능 등에 적용했을 때 기존 방식보다 월등히 높은 속도로 구동된다”고 했다CXL 관련 시장은 이제 막 시작하는 단계다. 삼성전자와 SK하이닉스도 고대역폭메모리(HBM)에 이어 새로운 먹거리가 될 수 있는 CXL 기반 메모리들을 개발해 발표하고 있다.정 대표는 “2030년이면 CXL 시장이 200억 달러 규모로 성장할 것이라는 전망이 나오고 있다”며 “앞선 기술과 연구개발에 진심인 젊은 엔지니어들, 그리고 대규모 시장 잠재력 덕분에 설립 1년여 만에 시드 투자를 받을 때 1034억 원의 기업가치를 인정받고 160억 원의 투자를 유치할 수 있었다고 생각한다”고 했다.파네시아는 CXL 반도체 및 솔루션 설계자산(IP) 기업을 지향한다. 하드웨어 엔진과 소프트웨어를 모두 공급한다. 빅데이터를 처리하는 데 적합한 대형 컴퓨터나 AI가속기, 메모리를 만드는 업체들이 CXL 기반으로 칩을 만들려고 할 때 파네시아의 IP가 그 개발과 시간을 충분히 단축시키고 세계적 경쟁력 확보에 큰 기여를 할 수 있다. CXL 기반 프로세서와 메모리, 서버가 얼마나 늘어날 것인지, 그리고 이를 하나로 묶어주는 솔루션의 기술 고도화가 관건이다.정 대표는 “유능하고 젊은 인재들과 함께 세계 최초 CXL 기반 IP는 물론이고 다양한 반도체 IP들, 그리고 관련 소프트웨어를 모두 수출하는 글로벌 회사로 성장하겠다”고 했다.허진석 기자 jameshur@donga.com"
"“내년은 HBM의 해”… <b>삼성전자</b>·SK하이닉스, 공급량 확대 총력전",https://biz.chosun.com/it-science/ict/2023/11/02/SGZUO4HOJVAOXF25FND6F4BOQI/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000944598?sid=105,"<b>삼성전자</b>, 내년 HBM 공급량 2.5배 이상 확보 계획 천안·온양 공장 중심으로 신규 설비투자 진행 SK하이닉스는 공정전환 진행하며 일단 관망 “추후 공정 변화 감안해 신규 투자는 미룬 듯” <b>삼성전자</b>와 SK하이닉스가... ","Thu, 02 Nov 2023 15:35:00 +0900",
외인·기관 동반 '사자' 나선 <b>삼성전자</b>…'6만 <b>전자</b>' 탈출은 언제,https://www.news1.kr/articles/5220599,https://n.news.naver.com/mnews/article/421/0007153800?sid=101,최근 일주일 새 외국인과 기관이 <b>삼성전자</b>(005930)를 가장 많이 사들인 것으로 나타났다. 이에 '7만 <b>전자</b>'를 회복하는 듯했으나 개인들이 '팔자'에 나서면서 <b>삼성전자</b> 주가의 발목을 잡았다. <b>삼성전자</b>가 올해 첫 '조 단위... ,"Sat, 04 Nov 2023 08:00:00 +0900","삼성전자가 올해 3분기(7~9월) 2조원 이상의 영업이익을 달성했다. 올해 첫 '조 단위' 영업이익이다. 반도체(DS) 부문은 3조원 중반대 영업손실로 전 분기보다는 적자폭을 줄였다. 삼성전자는 2023년 3분기 매출과 영업이익을 각각 67조4047억원, 2조4336억원을 기록했다고 공시했다. 전년 동기대비 각각 12.2%, 77.6% 감소한 수치다. 사진은 창립기념일을 하루 앞둔 31일 서울 서초구 삼성전자 서초사옥 모습. 2023.10.31/뉴스1 © News1 박지혜 기자

최근 일주일 새 외국인과 기관이 삼성전자(005930)를 가장 많이 사들인 것으로 나타났다. 이에 '7만 전자'를 회복하는 듯했으나 개인들이 '팔자'에 나서면서 삼성전자 주가의 발목을 잡았다. 삼성전자가 올해 첫 '조 단위' 영업이익을 기록, 메모리 업황 반등 기대감이 커지며 외국인과 기관이 돌아왔지만 개인들의 반응은 싸늘하다. 증권가의 시각은 엇갈리고 있다.4일 한국거래소에 따르면 지난달 27일부터 이달 3일까지 외국인과 기관은 삼성전자를 각각 1725억원, 2677억원어치를 순매수했다. 규모로 보면 각각 1위다. 특히 외국인은 이 기간 코스피에서 6270억원을 순매도한 와중에 삼성전자에는 매수 우위를 나타냈다. 기관은 지난달 27일부터 이달 3일까지 꾸준히 물량을 담았다.이에 삼성전자는 1일과 2일 각각 2.54%, 1.60% 상승하며 '7만 전자'를 바짝 쫓았다. 지난 2~3일 이틀 연속 장중 7만원선을 탈환하기도 했다. 하지만 개인들이 물량을 내놓으면서 결국 6만원선에 머물렀다. 개인은 지난달 27일부터 이달 3일까지 일주일 동안 삼성전자 4377억원을 팔았다.삼성전자는 지난 3분기 2조원 이상 영업이익을 달성했다. 올해 첫 '조 단위' 영업이익이다. 삼성전자는 2023년 3분기 매출과 영업이익을 각각 67조4047억원, 2조4336억원을 기록했다고 지난달 31일 공시했다. 전년 동기대비 각각 12.2%, 77.6% 감소한 수치다.반도체(DS) 부문에서 3조원 중반대 영업손실을 기록, 전 분기보다 적자폭을 줄였다. 주가와 본격적인 반등에 있어 가장 중요한 DS 부분에서 적자 폭을 줄이면서 메모리 업황이 바닥을 찍었다는 기대감이 커졌다.증권가에선 삼성전자에 여전한 기대감을 드러내는 한편 일각에서는 목표가를 대폭 하향하는 등 엇갈린 시선을 보내고 있다. 대부분의 증권사는 삼성전자 목표가 9만원선을 유지하고 있다. 내년도 메모리를 비롯한 전반적인 전방 수요 상황은 올해 대비 개선될 것이 확실하다는 이유에서다.김광진 한화투자증권 연구원은 ""D램과 낸드 모두 가격 반등에 성공하며 긴 터널을 지나 수요 회복의 시그널이 확인된 점은 긍정적""이라며 ""DS 부문의 실적 개선이 4분기부터 가속할 것으로 보이며, 메모리 수요 개선에 따른 실적 개선 방향성에 집중하는 것이 타당하다""고 분석했다.실제 시장조사업체 D램익스체인지에 따르면 10월 기준 PC용 DDR4 8Gb D램 고정거래 가격은 전달(9월) 1.30달러에서 1.50달러로 상승했다. 한 달 만에 15.38% 증가한 수치다. 고정 거래가격은 삼성전자나 SK하이닉스 등 반도체 회사들이 대형 고객사에 제품을 납품할 때 거래되는 가격이다.김형태 신한투자증권 연구원은 ""낸드와 레거시 D램 중심의 공급 조절이 지속되는 가운데 4분기 가격 반등이 기대된다""며 ""전방 고객사들의 재고 조정이 마무리된 가운데 공급사들의 감산 기조는 지속될 전망으로, 이는 가격 상승을 앞두고 선제적 구매 수요를 자극할 것으로 예상된다""고 밝혔다.반면 하이투자증권은 삼성전자의 목표가를 기존 9만5000원에서 7만7000원으로 대폭 하향했다. 삼성전자의 실적보다도 주가에 더 큰 영향을 미치는 경기선행지표가 하락 전환할 가능성이 높다는 이유에서다.송명섭 하이투자증권 연구원은 ""경기선행지표들이 조만간 하락 전환할 가능성이 높아 목표가를 하향 조정했다""며 ""삼성전자의 주가와 경기선행지표는 밀접한 동행 관계를 보여왔다""고 설명했다.송 연구원은 ""내년 2분기 반도체 업체들이 감산을 끝낸다면 하반기 D램 생산 증가율(전년 대비)은 10%에 이를 것""이라며 ""수요가 받쳐주지 않는다면 메모리 반도체 업황은 다시 둔화할 것""이라고도 덧붙였다.삼성전자 주가에 매크로 불확실성이 중요한 변수가 되는 만큼 낙관론과 비관론 그 어느 편에도 설 수 없다는 의견도 나왔다.이승우 유진투자증권 센터장은 ""매크로의 불확실성이 시장을 들었다 놨다 하는 중요한 변수가 되면서주식 시장 참여자들도 용기를 내기가 어려운 국면""이라며 ""어떤 주장이 맞을지는 결과적으로 시간이 해결해 줄 수 밖에 없지만, 주가는 낙관론과 비관론 사이에서 당분간 높은 변동성을 보이며 움직일 수 밖에 없을 것""이라고 강조했다.1derland@news1.kr"
"<b>삼성전자</b>, 부산에서 '오디세이 체험존' 운영",http://www.econonews.co.kr/news/articleView.html?idxno=310911,http://www.econonews.co.kr/news/articleView.html?idxno=310911,방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. (사진=<b>삼성전자</b>) <b>삼성전자</b>가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에... ,"Fri, 03 Nov 2023 09:06:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. (사진=삼성전자)

[이코노뉴스=최아람 기자] 삼성전자가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다.

방문객들은 오디세이 체험존에서 ▲세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9' ▲빠른 게임플레이를 지원하는 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있다.

삼성전자는 행사기간에 삼성스토어 전 지점에서 '오디세이 네오 G9'·'오디세이 OLED G9'·'오디세이 아크' 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.

이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다."
"<b>삼성전자</b>, 게이밍 모니터 '오디세이 체험존' 운영",https://www.news1.kr/photos/view/?6304570,https://n.news.naver.com/mnews/article/421/0007151762?sid=101,= <b>삼성전자</b>는 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지가 시작된 지난 2일부터 오는 17일까지 롯데백화점 부산 본점에서 '오디세이 체험존'을 운영한다고 3일 밝혔다. 방문객들은... ,"Fri, 03 Nov 2023 09:10:00 +0900","(서울=뉴스1) = 삼성전자는 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지가 시작된 지난 2일부터 오는 17일까지 롯데백화점 부산 본점에서 '오디세이 체험존'을 운영한다고 3일 밝혔다. 방문객들은 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9', 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있다. 또 리그 오브 레전드(LoL) 프로게이머 페이커가 속한 e스포츠팀 T1 및 오디세이 굿즈 등 다양한 상품을 선착순으로 받을 수 있다. (삼성전자 제공) 2023.11.3/뉴스1 photo@news1.kr"
"<b>삼성전자</b>, 부산서 '오디세이 체험존' 운영",http://www.m-i.kr/news/articleView.html?idxno=1063027,http://www.m-i.kr/news/articleView.html?idxno=1063027,방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 <b>삼성전자</b> 게이밍 모니터를 체험하고 있다. 사진=<b>삼성전자</b> 제공 매일일보 = 김명현 기자  |  <b>삼성전자</b>가 부산에서 '오디세이 체험존'을 운영한다.... ,"Fri, 03 Nov 2023 11:12:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. 사진=삼성전자 제공

매일일보 = 김명현 기자 | 삼성전자가 부산에서 '오디세이 체험존'을 운영한다.

삼성전자는 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다고 3일 밝혔다.

방문객들은 오디세이 체험존에서 △세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9' △강력하고 빠른 게임플레이를 지원하는 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있다.

삼성전자는 “행사 기간 삼성스토어 전 지점에서 '오디세이 네오 G9'·'오디세이 OLED G9'·'오디세이 아크' 구매 고객에 할인 혜택을 제공한다”며 “관심고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 다양한 상품도 선착순 제공한다”고 설명했다.

저작권자 © 매일일보 무단전재 및 재배포 금지"
"<b>삼성전자</b>, 부산에 ‘오디세이 체험존’ 운영",https://www.ekn.kr/web/view.php?key=20231103010000987,https://www.ekn.kr/web/view.php?key=20231103010000987,<b>삼성전자</b>는 ‘2023 리그 오브 레전드 국제대회’ 토너먼트 스테이지에 맞춰 롯데백화점 부산 본점에서 오는 17일까지 ‘오디세이 체험존’을 운영한다고 3일 밝혔다. 방문객들은 오디세이 체험존에서 △듀얼 UHD... ,"Fri, 03 Nov 2023 11:36:00 +0900","▲방문객들이 롯데백화점 부산 본점에 위치한 ‘오디세이 체험존’에서 삼성전자 게이밍 모니터를 체험하고 있다.

[에너지경제신문 여헌우 기자] 삼성전자는 ‘2023 리그 오브 레전드 국제대회’ 토너먼트 스테이지에 맞춰 롯데백화점 부산 본점에서 오는 17일까지 ‘오디세이 체험존’을 운영한다고 3일 밝혔다.



방문객들은 오디세이 체험존에서 △듀얼 UHD 게이밍 모니터인 57형 ‘오디세이 네오 G9’ △49형 ‘오디세이 OLED G9’ 등을 직접 체험해 볼 수 있다.



삼성전자는 행사기간에 삼성스토어 전 지점에서 ‘오디세이 네오 G9’, ‘오디세이 OLED G9’, ‘오디세이 아크’ 구매 고객에게 10만원 할인 혜택을 제공한다. 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.



이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다.





yes@ekn.kr







"
"<b>삼성전자</b>, 롤드컵 기간 부산서 게이밍 모니터 체험존 운영",https://isplus.com/article/view/isp202311030025,https://n.news.naver.com/mnews/article/241/0003310239?sid=105,<b>삼성전자</b>는 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다고 3일 밝혔다. 방문객들은 오디세이 체험존에서 세계 최초 듀얼 UHD... ,"Fri, 03 Nov 2023 10:07:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. 삼성전자 제

삼성전자는 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다고 3일 밝혔다.방문객들은 오디세이 체험존에서 세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9'와 강력하고 빠른 게임 플레이를 지원하는 49형 '오디세이 OLED G9'을 체험할 수 있다.삼성전자는 행사기간 삼성스토어 전 지점에서 '오디세이 네오 G9' '오디세이 OLED G9' '오디세이 아크' 구매 고객에게 10만원 할인 혜택을 제공한다. 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.또 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 상품을 선착순으로 지급한다."
